clearance_mm,pixel_noise_std,trial_idx,success,reason,true_offset_mm,vision_error_mm,spiral_iters,insert_iters,insertion_depth_mm,tilt_deg,xy_error_mm,max_contact_force
3.0,12.0,14,True,inserted,14.722062230705145,9.348310271057775,1,21,28.488852434002453,0.957648270813139,4.545576082808033,413.0526267657069
3.0,16.0,0,False,spiral_exhausted,8.579120938152327,38.551713613173064,220,,0.007875455264115538,0.7235827225744726,,
3.0,16.0,1,False,timeout,6.533764616539153,61.95665867319989,100,220,30.3094660411268,1.67817908731386,,0.0
3.0,16.0,2,False,spiral_exhausted,17.12091021681368,16.14904204660715,220,,0.14770447750188376,0.5377980775258866,,
3.0,16.0,3,False,timeout,12.682427577535352,50.73125447635036,171,220,30.330061275281096,1.6849097537389495,,15.197735761147285
3.0,16.0,4,True,inserted,9.246921472577212,19.975788536142865,1,15,28.816600781300227,0.4602016413071584,2.802910747775319,420.8052785259911
3.0,16.0,5,False,spiral_exhausted,12.428566802602084,46.48343628350896,220,,0.5571026826728526,1.0810914425547649,,
3.0,16.0,6,True,inserted,12.354598849386877,31.566017126390797,75,28,28.80534826545122,0.43784247476734045,3.1492475024412783,387.2240141216145
3.0,16.0,7,False,spiral_exhausted,7.2472585200435695,38.77862992682061,220,,0.16665478621911284,0.7467262986236504,,
3.0,16.0,8,True,inserted,12.452463446327938,31.11703680826864,119,21,27.778374758762894,0.4776816755525173,3.970083197193155,390.0343177194185
3.0,16.0,9,False,spiral_exhausted,12.171530161663524,28.032382519782505,220,,0.17781522205038286,0.8782616521281656,,
3.0,16.0,10,False,spiral_exhausted,3.208725605976944,22.90350894584548,220,,0.013457025788900234,2.9275175377937037,,
3.0,16.0,11,True,inserted,9.241323724343127,13.331714294944973,1,10,27.108061554338835,0.46931887625257124,0.3723787432661598,359.26880637060304
3.0,16.0,12,False,timeout,12.959730226198442,68.14337129036504,96,220,30.04319413518763,1.859620336240461,,0.0
3.0,16.0,13,False,timeout,5.588593298036212,69.96604054354036,207,220,30.016090543822994,1.7241996916419107,,0.0
3.0,16.0,14,False,jammed,12.47278959508322,63.930359507506765,100,78,30.332598913165064,2.290468619744893,,0.0
3.0,20.0,0,False,spiral_exhausted,15.460542484903584,53.1910008366346,220,,0.11056637428803057,0.7147699643703213,,
3.0,20.0,1,False,spiral_exhausted,12.748258680302603,27.326422101295115,220,,0.05560438606434792,2.3765703164436487,,
3.0,20.0,2,False,spiral_exhausted,17.030195493310853,18.03252937180402,220,,0.0694064711341813,0.5802745097977171,,
3.0,20.0,3,False,timeout,3.846725206999152,71.2363394652772,111,220,30.379314658678698,2.142891048544855,,0.0
3.0,20.0,4,False,timeout,9.372664787090063,63.454864192807726,167,220,29.993752743632438,0.9521745009722078,,3.3476102874982305
3.0,20.0,5,False,timeout,14.381797172319601,76.54941695489778,58,220,30.281234144331247,2.0919665837559007,,0.0
3.0,20.0,6,False,spiral_exhausted,4.779949106079649,13.370776360581711,220,,0.3406468843926147,3.3742251448719305,,
3.0,20.0,7,False,timeout,6.882442007872115,79.55637885310989,66,220,30.33703072716465,2.41941727914494,,0.0
3.0,20.0,8,False,timeout,7.492074458867735,93.99188783325307,1,220,30.355499035346366,1.7419164934885054,,93.77067684883957
3.0,20.0,9,True,inserted,9.256299236090634,32.80756617945091,97,21,27.781226567305417,0.4175721120592606,3.0999233941624658,395.6701114024462
3.0,20.0,10,True,inserted,13.569226290608603,19.752554361476754,1,15,28.956411792664515,0.4624048608841403,2.568253826858808,372.3585596994152
3.0,20.0,11,False,timeout,12.853042509508123,75.41520743402357,145,220,30.231369815248517,1.7791202295633184,,9.505169569869269
3.0,20.0,12,False,timeout,7.748562571163185,74.74247748066577,153,220,30.021713474839324,1.7265757222826101,,5.369843895120879
3.0,20.0,13,True,inserted,6.276946020714382,14.671366119509953,1,16,28.236356434121756,0.476639474590169,4.112082537429665,374.7665952693741
3.0,20.0,14,True,inserted,13.645470661032267,15.329301800740609,1,11,27.233520323446793,0.46099041325941653,2.340157266414195,386.1293799542986
6.0,0.0,0,True,inserted,16.232623523029464,1.4080397766686186,1,1,30.0928435689006,0.8477737688104436,1.5607362293597569,0.0
6.0,0.0,1,True,inserted,7.332680497116695,1.470253088552606,1,1,30.102222525494366,0.8931699066875268,1.5276237416036218,0.0
6.0,0.0,2,True,inserted,11.828212808463702,1.6159936336758074,1,1,30.091055264897502,0.8601725908442587,1.603626089878632,0.0
6.0,0.0,3,True,inserted,17.59631468656463,1.504911485897304,1,1,30.083329063605948,0.820041301144577,1.6010202658440227,0.0
6.0,0.0,4,True,inserted,4.353023196348195,2.19265042311438,1,1,30.092977313248547,0.8607033716824477,2.2884220522239267,0.0
6.0,0.0,5,True,inserted,4.307525168326239,1.1966253034591103,1,1,30.09797435266573,0.8748947959816366,1.5291643316896788,0.0
6.0,0.0,6,True,inserted,7.255240907672746,0.9335197721069503,1,1,30.0980476679631,0.872937782063061,1.047497675822168,0.0
6.0,0.0,7,True,inserted,13.035735972063375,1.3327883331203254,1,1,30.095484173919058,0.8595580681566494,1.5677949559241342,0.0
6.0,0.0,8,True,inserted,5.487432246943646,1.837442605332607,1,1,30.098258554676153,0.883265740810975,2.0244611963740624,0.0
6.0,0.0,9,True,inserted,8.963437906166552,1.1159956427858222,1,1,30.103478471780996,0.896755380195966,1.1832917854908584,0.0
6.0,0.0,10,True,inserted,11.571202147746023,1.9426740811340553,1,1,30.09484336133393,0.8586067369950683,2.168385796081564,0.0
6.0,0.0,11,True,inserted,14.56145978200848,1.9458147489563533,1,1,30.10752469017696,0.9165657273438997,2.1446608150332023,0.0
6.0,0.0,12,True,inserted,14.790475855003756,1.8252117307574052,1,1,30.100759335630393,0.8790687402816768,2.0637319308491184,0.0
6.0,0.0,13,True,inserted,12.22108752676989,1.2157171366000126,1,1,30.08734254838223,0.8369421130165481,1.4027021029217581,0.0
6.0,0.0,14,True,inserted,7.006521092923049,1.006072712542598,1,1,30.10057002298653,0.8907506927939586,1.1391009902997709,0.0
6.0,2.0,0,True,inserted,11.335202429167676,2.603460188589518,1,1,30.098720222039223,0.8723151520187974,3.0598802068486433,0.0
6.0,2.0,1,True,inserted,13.762251468981912,5.001780647634338,1,1,30.082806559110953,0.8186101599651762,4.575687642304208,0.0
6.0,2.0,2,True,inserted,11.399524622374638,8.642489915744434,1,19,27.542491556681238,1.4656897573858993,7.706063579341087,375.9608904964977
6.0,2.0,3,True,inserted,9.206221994088617,1.224118408068442,1,1,30.104360862449905,0.89816621085757,1.6498294648910152,0.0
6.0,2.0,4,True,inserted,6.639142988715625,3.8059104719952943,1,1,30.088964478206556,0.8430054475062168,3.4195207770262908,0.0
6.0,2.0,5,True,inserted,0.8441223597132929,3.381090863786365,1,1,30.098445388053616,0.8802809582940563,3.8093200441043216,0.0
6.0,2.0,6,True,inserted,14.398336673153572,11.628031743236132,1,12,27.07738906656914,0.560927288706178,1.6341191415447298,368.34548836747877
6.0,2.0,7,True,inserted,17.27388194187777,6.602214388696074,1,10,27.32193957630364,0.511204599024777,3.296381407834237,362.2412267467173
6.0,2.0,8,True,inserted,6.893666532525454,9.130940995394209,1,18,27.06682290229883,1.4169913813554427,8.665327134691898,376.7063081057044
6.0,2.0,9,True,inserted,19.09219504118679,2.2230516740574453,1,1,30.094761076751077,0.8818353791448431,1.8543597707751578,0.0
6.0,2.0,10,True,inserted,11.128242741467576,4.837155675471044,1,1,30.08630341445915,0.840026009298804,4.404668219581909,0.0
6.0,2.0,11,True,inserted,5.376528871395348,1.324199365861129,1,1,30.092854697287994,0.8568671823554219,1.427722883255953,0.0
6.0,2.0,12,True,inserted,6.620372499647845,2.4590179409944626,1,1,30.093390626327928,0.8592693998975753,2.895988311045118,0.0
6.0,2.0,13,True,inserted,13.922652226201304,7.525728031035504,1,11,28.41063928910128,0.45034211150572095,2.9102811905615127,334.3995859701508
6.0,2.0,14,True,inserted,19.177966502586333,5.473330999440426,1,1,30.080113496765538,0.8062280306188876,5.182059990265486,0.0
6.0,4.0,0,True,inserted,15.014855885671919,5.0461219247608105,1,1,30.089336487426213,0.8327515765762208,4.642017336052478,0.0
6.0,4.0,1,True,inserted,9.152763427195637,11.346609090915358,1,1,30.081316489255972,2.067220103995992,6.853986013872093,115.8714969127633
6.0,4.0,2,True,inserted,9.147122285427834,10.426674102300778,1,12,28.530531963579985,0.4985922499598514,3.114820845063757,372.10977667836727
6.0,4.0,3,True,inserted,10.548506728552859,2.272506931001779,1,1,30.08923555844071,0.8515819520194278,2.18278459330239,0.0
6.0,4.0,4,True,inserted,14.276027431561083,8.245796051683936,1,19,27.14607448668061,1.5772780455697721,6.648061400572343,394.0755198333922
6.0,4.0,5,True,inserted,11.714772990137917,8.078095720917362,1,1,30.099912423556873,0.8958240030616004,8.115032859090988,0.0
6.0,4.0,6,True,inserted,13.259782566472579,10.76923245053547,1,25,27.713014031893476,1.4214905507286912,6.910028661557413,391.070804274284
6.0,4.0,7,True,inserted,11.477220412054297,5.112387496825694,1,1,30.10622646398963,0.9142949577691156,5.364777497607028,0.0
6.0,4.0,8,True,inserted,10.23906137677527,11.05169873798379,1,1,30.23984919282792,1.348517362735271,7.317702135273983,92.05918083249848
6.0,4.0,9,True,inserted,14.639903105536266,19.025629086464612,1,30,27.102363618465493,1.5544538129310477,6.881470432829032,367.8215276637053
6.0,4.0,10,True,inserted,17.73228932924207,9.95695948967628,1,11,27.513439970912927,0.5227369651189179,2.3865706602414773,358.06093907674295
6.0,4.0,11,True,inserted,3.0457917271264363,13.403131370536173,1,27,27.910025852672945,0.4831089114561908,5.998295776519041,351.87748440663535
6.0,4.0,12,True,inserted,15.737453258216055,10.529765561072397,1,21,27.824647323881376,1.7344644211030902,8.557927317347321,422.58286903569905
6.0,4.0,13,True,inserted,3.4557464162690454,15.350908861124198,1,65,27.930755214306497,0.5722085309575428,5.743687803390699,386.50010175068223
6.0,4.0,14,True,inserted,10.799700418792929,18.14773737857304,1,18,27.595674223853624,0.5161676179232255,3.0834184981490016,376.03665020359796
6.0,6.0,0,True,inserted,13.708797556860604,21.914356407155008,26,23,28.792856548910677,0.4355988746905725,3.388591542495352,374.1069817956647
6.0,6.0,1,True,inserted,13.966915543111172,22.48524020656251,33,33,27.90441738317606,0.5530961311152743,5.359522297400574,375.9593352897141
6.0,6.0,2,True,inserted,14.51079281038784,13.946184327422111,1,10,27.792662191615893,0.34105906366289757,5.293370857377258,333.8986776678943
6.0,6.0,3,True,inserted,11.794465655666812,13.570683800584021,1,32,27.08384141533004,1.5642962188131413,6.6526900391926125,406.9461022658207
6.0,6.0,4,True,inserted,10.374017654494589,17.78593732901536,1,12,27.085837989794353,0.6850833035782191,6.361979149119638,414.5226817312074
6.0,6.0,5,True,inserted,13.227333159848738,7.133806436875374,1,18,27.376408061264282,1.667974099281416,8.506856457022787,380.7358618386567
6.0,6.0,6,True,inserted,3.1898479536157454,3.610051766393317,1,1,30.097506190869595,0.8763146920394755,3.9649335037862112,0.0
6.0,6.0,7,True,inserted,8.763616909670205,16.007538418478273,1,24,27.935929736915984,1.2669920442065865,6.93283974600201,451.14502633541076
6.0,6.0,8,True,inserted,14.483849038010296,31.736286500266797,101,40,28.742487004844893,0.5337372379178592,6.565267975027749,393.6820059023785
6.0,6.0,9,True,inserted,14.827459244150365,3.0698823923330485,1,1,30.105324161374536,0.8951534509486515,3.2329351602183554,0.0
6.0,6.0,10,True,inserted,12.737425898542437,17.952179780301094,1,12,27.455531826247167,0.5139254737503426,5.7531061805609625,399.5207163752348
6.0,6.0,11,False,spiral_exhausted,7.126872291717102,33.36095060301915,220,,0.3068402861030328,1.1030849367375506,,
6.0,6.0,12,True,inserted,16.621479649348277,20.238207101574123,1,51,27.718610470413164,0.6020540321017492,5.683611563454782,445.5596247054813
6.0,6.0,13,True,inserted,17.439730003528865,12.8099565912822,1,26,28.186917170978454,1.0647989213340687,6.436876242296877,351.8010260155979
6.0,6.0,14,True,inserted,12.713195949266954,21.780309299602347,33,35,27.078021935622026,1.579349201705658,7.093624127585555,379.9412532473351
6.0,8.0,0,True,inserted,11.151959883497963,11.34274686805007,1,23,28.518450936372336,1.872195429841837,7.108672093907616,391.4243490904666
6.0,8.0,1,False,spiral_exhausted,15.051160170364877,27.854552304118226,220,,0.1401222284191997,3.523560447008326,,
6.0,8.0,2,False,spiral_exhausted,7.482550464502023,30.35107338907975,220,,0.0,0.3354651551268709,,
6.0,8.0,3,True,inserted,12.514768327257045,19.950489514972485,1,34,28.384495047331917,2.113915841612541,8.299508162918434,388.51077226051626
6.0,8.0,4,True,inserted,11.645072761395454,24.591505248931277,38,34,27.88899641268124,1.3174696662947727,6.564902142448665,392.0026803990147
6.0,8.0,5,True,inserted,14.06763272370739,27.868026896112017,33,26,27.281447632523083,0.7582331690527006,6.588114650353733,385.90712735211275
6.0,8.0,6,True,inserted,15.507649985509467,23.50567891806769,28,24,28.550981067991607,0.44281640649526854,3.3512129754505766,395.39945945012755
6.0,8.0,7,True,inserted,12.27164371125064,9.938474480482386,1,11,27.507078429053923,0.5037010691324147,2.1100507162186473,396.2250715742558
6.0,8.0,8,False,spiral_exhausted,6.7666083225466265,36.08609817312641,220,,0.03388719844094057,0.5115063277952504,,
6.0,8.0,9,True,inserted,7.609440445098203,12.185086268869522,1,21,28.37171278342919,1.5294241157047033,8.268700711239816,379.9386332715523
6.0,8.0,10,True,inserted,9.389392052988057,16.073839168503667,1,12,27.811359337943763,0.6603917537859693,6.46422059355927,390.89629443967755
6.0,8.0,11,True,inserted,15.45858699559695,8.485493093938478,1,11,27.760072268579414,0.5267657531125354,1.8983799894991833,343.1603701257592
6.0,8.0,12,False,spiral_exhausted,15.286532763762569,22.875260679699434,220,,0.06152722877239558,0.728992198732979,,
6.0,8.0,13,False,spiral_exhausted,10.412301999989596,46.57084587219821,220,,0.07977071923725293,1.2997680112658294,,
6.0,8.0,14,False,spiral_exhausted,13.738409734323655,30.469144711945532,220,,0.057991401351140115,0.60044553818785,,
6.0,12.0,0,False,spiral_exhausted,6.388098500809561,34.9832522526541,220,,0.3027594439282272,3.4652722640747062,,
6.0,12.0,1,False,spiral_exhausted,14.851451537605964,47.16351929511913,220,,0.26136966844758636,3.6642508583346083,,
6.0,12.0,2,False,spiral_exhausted,8.042917114511498,35.856971364348766,220,,0.0,0.7185625417090958,,
6.0,12.0,3,True,inserted,9.468832871800041,37.423102738562555,58,34,27.595703333968526,0.5087348588904734,6.3267785214156635,419.32725219055544
6.0,12.0,4,False,timeout,14.97100933089007,57.170420961686915,213,220,30.32385405790464,1.6206745311304707,,12.515797856069435
6.0,12.0,5,True,inserted,11.348363753864962,44.927183701409014,114,33,28.98584670400888,0.4395655677205998,2.533020505876687,388.34311309105146
6.0,12.0,6,True,inserted,9.599641424489596,19.95017601269752,20,25,27.713390915738113,0.48482929969314587,2.8069045727204474,398.9531546224413
6.0,12.0,7,False,timeout,13.241465198222619,60.04135267714038,212,220,30.262666610260418,1.8683029919709597,,7.05823612089989
6.0,12.0,8,False,spiral_exhausted,5.054431023559646,28.601964732578807,220,,0.21140126916668195,3.2599228930178588,,
6.0,12.0,9,False,spiral_exhausted,9.601607265687225,42.424974470886355,220,,0.0,0.199229585205922,,
6.0,12.0,10,True,inserted,15.031206991416715,22.78516607066045,26,36,28.42422005226974,1.5721169229088507,6.645065398313872,391.6014560540526
6.0,12.0,11,True,inserted,5.721034274262611,23.717610467383665,42,52,27.60832169241334,0.6023000327551296,4.137405728886326,423.8684067409521
6.0,12.0,12,False,spiral_exhausted,11.640426159572392,49.84212494072959,220,,0.0,0.659795003093065,,
6.0,12.0,13,False,spiral_exhausted,3.2015439746786196,66.75845106979538,220,,1.2157207890981168,1.8856060314673668,,
6.0,12.0,14,False,spiral_exhausted,10.628628560340593,31.803256401599192,220,,0.19614914291894714,0.3546530898624458,,
6.0,16.0,0,True,inserted,14.060423436057322,20.727307914342923,26,38,28.82115880271535,0.5281942293007846,4.350108171744763,398.0228731113213
6.0,16.0,1,False,spiral_exhausted,12.609748578686784,29.357585778540525,220,,0.14942040455683675,0.676365047055121,,
6.0,16.0,2,False,spiral_exhausted,15.264908803127312,69.53596518162638,220,,0.0,0.40395708053931073,,
6.0,16.0,3,False,spiral_exhausted,16.988415557387544,67.4067552457579,220,,0.11608666388344263,1.1375843014506695,,
6.0,16.0,4,True,inserted,16.685550253415485,28.329712761727208,1,19,28.060183355936267,0.4796494493809875,6.011417003406796,411.25901393778173
6.0,16.0,5,True,inserted,12.238534087143051,10.693233487874473,1,1,30.177509975662144,0.9050339070544399,7.031311670817281,114.23484288321067
6.0,16.0,6,False,spiral_exhausted,1.5971168040548134,47.09575566063313,220,,0.005119222736826856,0.9458808957752877,,
6.0,16.0,7,True,inserted,13.690734783678964,32.44065147912505,1,32,27.80386451201265,0.5551136818156677,6.863686281326195,468.46341809647424
6.0,16.0,8,False,spiral_exhausted,15.35161248949102,23.239133467299297,220,,0.12873901308135816,0.9613656118923393,,
6.0,16.0,9,False,spiral_exhausted,10.31436663489602,45.13666696683628,220,,0.0,0.22566079611983014,,
6.0,16.0,10,False,spiral_exhausted,15.695923859533393,33.291459111629294,220,,0.0,0.9587892037797122,,
6.0,16.0,11,False,spiral_exhausted,11.89421236561258,62.35301270789123,220,,0.16493236488751561,0.7796675337776053,,
6.0,16.0,12,True,inserted,15.509326429199682,35.012918037908044,46,38,28.390645514420594,0.5065824919343163,4.733647845519081,453.0785459488951
6.0,16.0,13,True,inserted,8.398267265116482,33.26929842608251,1,33,27.390150542060365,0.5515102911453729,3.9606874669712013,432.8049086165157
6.0,16.0,14,False,spiral_exhausted,9.493668959106563,34.32582358374274,220,,0.0,1.1560676746279026,,
6.0,20.0,0,False,spiral_exhausted,14.907447801603036,57.361297366109724,220,,0.24157641054824153,3.9209002721045736,,
6.0,20.0,1,False,spiral_exhausted,11.567580881009738,69.24172565568848,220,,0.2351215158121686,1.0002702557450727,,
6.0,20.0,2,False,timeout,9.16014281039246,116.81135847530598,1,220,30.255823526723926,1.9246800229719554,,0.0
6.0,20.0,3,False,spiral_exhausted,12.771699413779645,29.08821650077908,220,,0.14231346317344212,3.560376447980651,,
6.0,20.0,4,False,spiral_exhausted,15.034617891592879,49.653592805440205,220,,0.05697230499580874,0.3435737980989625,,
6.0,20.0,5,False,spiral_exhausted,12.123742396656825,75.65836222730417,220,,0.0,0.7176195685577961,,
6.0,20.0,6,False,spiral_exhausted,3.8135581878150084,45.992916548535405,220,,0.05099190633135048,0.4965080437938923,,
6.0,20.0,7,False,timeout,8.959921458824033,74.37881774662834,208,220,30.372795637857514,2.072208008370897,,0.0
6.0,20.0,8,True,inserted,10.531341650218225,37.16112963100595,72,23,28.730738421837682,0.4145963078873199,5.647937472590409,398.34031726088233
6.0,20.0,9,False,spiral_exhausted,0.699249887180495,71.03315261694415,220,,0.0,0.05819378029054964,,
6.0,20.0,10,True,inserted,11.008884778643075,32.75319681126506,38,33,27.479194168158458,0.6628709965482876,6.6506395631508255,425.1855230871706
6.0,20.0,11,True,inserted,12.440696291789513,28.57653847237814,26,28,28.956143091323657,0.42589738502364693,5.593721489021127,408.1478834480468
6.0,20.0,12,False,spiral_exhausted,6.319720568566958,62.083877434489715,220,,0.12987040382300696,0.8658954303390969,,
6.0,20.0,13,False,spiral_exhausted,14.31149718289352,40.0376475346887,220,,0.1874983340564712,0.8783885858501238,,
6.0,20.0,14,True,inserted,8.464553138577271,15.78811297288607,1,30,27.499979386078532,1.6223765708717943,8.266116468844865,375.8239892897371
